,_index,_type,_id,_score,_source.body
172,msmarco,_doc,MARCO_1569626,6.062543,"Primary sector of the economy - Agriculture. 1  In developed countries primary industry has become more technologically advanced, for instance the mechanization of farming as opposed to hand picking and planting. [1] 2  Developed countries are allowed to maintain and develop their primary industries even further due to the excess wealth."
173,msmarco,_doc,MARCO_8023819,6.058663,Sierra Leoneans everywhere should embrace President Koromaâs ambition to upgrade and develop our airport system to the new technological and aviation standards around the world. We must support such towering effort if Sierra Leone is to become a giant player in the global market or seek to improve trading partnership with other developing or developed countries.
174,msmarco,_doc,MARCO_6943069,6.053,"Use the same option from the iPod to transfer music not purchased through iTunes. In order to transfer such music, enable iPod for disk use. Enable iPod for disk use by connecting the iPod to the computer. If the program does not open automatically, open iTunes manually. Select the iPod icon and open summary tab.From here, you can select enable disk use or manually manage music and videos..Double-click the folder that will appear on the desktop for Mac users and in My Computer for PC. Select the files you wish to copy and drag.n order to transfer such music, enable iPod for disk use. Enable iPod for disk use by connecting the iPod to the computer. If the program does not open automatically, open iTunes manually. Select the iPod icon and open summary tab."
175,msmarco,_doc,MARCO_2088150,6.047274,"Technological entrepreneurship is seen as a process by some researchers, and one. of the most important factors that is influencing technological entrepreneurship process from. technological firms is innovation. Analysing the most relevant models of innovation process, the author. proposes a conceptual model of technological innovation, a model that can be applied into. technological entrepreneurship ventures. Keywords: entrepreneurship, innovation, technological firm, business venture. 1783."
176,msmarco,_doc,MARCO_8680088,6.042464,"Lawrence Technological University Address, Email, Website, Phone Number: +1-800-2255-588 Phone Number of Lawrence Technological University is : +1-800-2255-588. (go below for more numbers) Below you find the information about Lawrence Technological University, Lawrence Technological University phone number, Lawrence Technological University address, Lawrence Technological University email id and website."
177,msmarco,_doc,MARCO_7575069,6.036722,Nearby Terms. 1  technical repre... 2  technical resea... 3  technical risk. 4  technical skill. 5  technical speci... 6  technical stand... 7  technical suppo... 8  technicals. 9  technique. 10  technobabble. 11  technocracy. 12  technological e... 13  technological e... 14  technological f... 15  technological f... 16  technological m... 17  technological o...
178,msmarco,_doc,MARCO_5331219,6.004328,IBEX Industrial Brushes bespoke (or custom made) industrial brushes & seals are developed in-house between the client and our technical team which enables the company to offer a fast turn-key service on any prototype products and development processes.BEX Industrial Brushes bespoke (or custom made) industrial brushes & seals are developed in-house between the client and our technical team which enables the company to offer a fast turn-key service on any prototype products and development processes.
179,msmarco,_doc,MARCO_1325816,5.987037,"It also helps us to develop and formulate concepts and ideas which later are shown through drawing and writing. We learn to move and move to learn. Gross motor skills involve the large muscles of the body that enable such functions as maintaining balance, walking, climbing, jumping, pushing, pulling and ball skills.They are the building blocks for the development of fine motor skills.Gross motor skills begin to develop right from birth, and keep developing at a rapid pace right up until we are around the ages of 6 and 7.o and Discover  sequential Development of Gross Motors skills All children are different and the development of gross motor skills are influenced by a number of factors e.g. childâs sex, opportunities for experience, motivation or interest."
180,msmarco,_doc,MARCO_1610871,5.943045,"The article provides an overview of. visual communication in technical communication curricula, discusses the relationship between. visual literacy and technological fluency, and presents research that counters the notion that. students are technologically fluent or comfortable developing such fluency on their own."
181,msmarco,_doc,MARCO_1493215,5.9333034,"CRM stands for Customer Relationship Management. It is a strategy used to learn more about customers' needs and behaviors in order to develop stronger relationships with them. Good customer relationships are at the heart of business success. There are many technological components to CRM, but thinking about CRM in primarily technological terms is a mistake."
182,msmarco,_doc,MARCO_8500886,5.9255443,"2 the methods, theory, and practices governing such application. a highly developed technology. 3 the total knowledge and skills available to any human society for industry, art, science, etc. (C17: from Greek tekhnologia systematic treatment, from tekhne art, skill) â¦ technological adj. â¦ technologically adv."
183,msmarco,_doc,MARCO_5963815,5.9216757,Differences between the Italian an Northern Renaissance The Renaissance was a period of great cultural and technological changes which swept Europe from the end of the 13 th century.It was integral in developing Europe into a powerhouse.ifferences between the Italian an Northern Renaissance The Renaissance was a period of great cultural and technological changes which swept Europe from the end of the 13 th century.
184,msmarco,_doc,MARCO_8602009,5.913961,"1 the application of practical sciences to industry or commerce. 2 the methods, theory, and practices governing such application. a highly developed technology. 3 the total knowledge and skills available to any human society for industry, art, science, etc. (C17: from Greek tekhnologia systematic treatment, from tekhne art, skill) â¦ technological adj. â¦ technologically adv."
185,msmarco,_doc,MARCO_1155294,5.8967113,"Sebastian Blanco. Ford of Europe is telling anyone who will listen that the new Mondeo is Ford of Europe's most technologically-advanced car ever.. All right, I won't argue with that, but it seems the technological advancements don't mean Ford worked a lot on the engine or emissions.he new Mondeo has been developed from the outset with Ford's Product Sustainability Index (PSI) initiative behind it. This incorporates the whole product life cycle; from raw material construction through to production, vehicle operation, right through to the end-of-life operations."
186,msmarco,_doc,MARCO_137456,5.8916783,"Alexa Skills Kit training courses enable voice-driven skill development for Alexa-enabled devices such as Amazon Echo or Amazon Fire TV. Big Nerd Ranch, known globally for its highly effective immersive application development bootcamps and app development services, is working with Amazon to develop training courses for the Alexa Skills Kit."
187,msmarco,_doc,MARCO_2898008,5.881502,"But it was not until 1996 that a surface was developed that proved truly suitable for soccer. A kick in the grass. After the arrival of the fields spread with sand, scientific and technological advances led to a new type of field. The third, and current, generation of synthetic turf.And, as a happy bonus, the new synthetic fields look more like natural grass as well. kick in the grass. After the arrival of the fields spread with sand, scientific and technological advances led to a new type of field. The third, and current, generation of synthetic turf. And, as a happy bonus, the new synthetic fields look more like natural grass as well."
188,msmarco,_doc,MARCO_8332733,5.8371,"Automatic Music Transfer Method. The easiest way to transfer music to the iPhone is by using the automatic sync method. To do this: 1  On the iTunes main window pane, click on the Music menu tab at the top of the screen. 2  Ensure the check box next to the Sync Music option is enabled -- click this check box if not.utomatic Music Transfer Method. The easiest way to transfer music to the iPhone is by using the automatic sync method. To do this: 1  On the iTunes main window pane, click on the Music menu tab at the top of the screen. 2  Ensure the check box next to the Sync Music option is enabled -- click this check box if not."
189,msmarco,_doc,MARCO_8680089,5.8322144,"Address of Lawrence Technological University The address of Lawrence Technological University is 21000 W 10 Mile Road, Southfield, MI-48075, United States. Contact Number of Lawrence Technological University The contact number of Lawrence Technological University is +1-800-2255-588, +1-248-204-4000. Email Address of Lawrence Technological University Contact Phone Number is : +1-800-2255-588, +1-248-204-4000 and Address is 21000 W 10 Mile Road, Southfield, MI-48075, United States The  is one of the major training institutes of higher education in the United States established in 80 years ago."
190,msmarco,_doc,MARCO_602185,5.801913,107 â 111 ORIGIN OF FOLK AND POPULAR CULTURES This section looks at the origin and diffusion of specific examples of both folk and popular culture. Specifically examined examples of folk culture are FOLK MUSIC and AMISH CULTURE.Examples used to illustrate popular culture are POPULAR MUSIC and SOCCER. 1.List elements of the origin and diffusion of FOLK MUSIC. 2. List elements of the origin and characteristics of POPULAR MUSIC.xamples used to illustrate popular culture are POPULAR MUSIC and SOCCER. 1. List elements of the origin and diffusion of FOLK MUSIC. 2. List elements of the origin and characteristics of POPULAR MUSIC.
191,msmarco,_doc,MARCO_5242066,5.7448225,"Understanding the process of science can help anyone develop a scientific outlook on life. To find out how to develop a scientific outlook, visit A scientific approach to life: A science toolkit. Scientific findings frequently benefit society through technological and other innovations."
192,msmarco,_doc,MARCO_8722854,5.734225,"Country music is a genre of American popular music that originated in the Southern United States in the 1920s.It takes its roots from the southeastern genre of American folk music and Western music.n Brazil, a musical genre known as musica mÃºsica, sertaneja a very popular genre of music In, brazil is very similar To american country, music sharing the'music s rich history of development in the. countryside"
193,msmarco,_doc,MARCO_2303282,5.7176905,Ancient indian Metallurgy Technology means the application of scientific knowledge for practical purpose. It can also refer to machinery and equipment developed from such knowledge.In ancient India there is a large number of evidence to suggest the prevalence of scientific and technological knowledge.ncient indian Metallurgy Technology means the application of scientific knowledge for practical purpose. It can also refer to machinery and equipment developed from such knowledge.
194,msmarco,_doc,MARCO_2469028,5.708089,"On this page: Technical standards are formal documents that establish uniform engineering or technical criteria, methods, processes and practices developed through an accredited consensus process. Purpose of standards. Standards are: Developed based on guiding principles of openness, balance, consensus, and due process. Established in order to meet technical, safety, regulatory, societal and market needs. Catalysts for technological innovation and global market competition."
195,msmarco,_doc,MARCO_6102945,5.6966276,"A List of the Different Types of Engineering Degrees. Engineering is a discipline, profession, and art that usually applies scientific theory to develop, design and analyze technological solutions. Engineering is a far-reaching field that consists of a number of dissimilar specialties.ypes of Engineering Degrees. Electrical Engineering â Electrical engineers develop, design and test electrical systems. The systems include wiring and lighting in buildings, machines, communication systems, electrical utilities and electrical systems in airplanes and cars."
196,msmarco,_doc,MARCO_3624267,5.692896,"List of rock genres. From Wikipedia, the free encyclopedia. This is a list of rock music genres consisting of subgenres of popular music that have roots in 1940s' and 1950s' rock and roll, and which developed into a distinct identity as rock music in the 1960s, particularly in the United Kingdom and the United States.unk was an influence into the 1980s on the subsequent development of other subgenres, including new wave, post-punk and eventually the alternative rock movement."
197,msmarco,_doc,MARCO_265498,5.685231,Getty Images. The Haber-Bosch process is a process that fixes nitrogen with hydrogen to produce ammonia-a critical part in the manufacture of plant fertilizers. The process was developed in the early 1900s by Fritz Haber and was later modified to become an industrial process to make fertilizers by Carl Bosch.The Haber-Bosch process is considered by many scientists and scholars as one of the most important technological advances of the 20th century.he Haber-Bosch process is extremely important because it was the first processes developed that allowed people to mass-produce plant fertilizers due to the production of ammonia.
198,msmarco,_doc,MARCO_1335014,5.67767,"Japan and the Internet. Japan is an island nation that lies in East Asia and the Pacific Ocean. With a population of 127 million it is the worldâs tenth largest nation.Japan is the third largest national economy in the world and has a GDP per capital of $38,828.It is a well educated population and highly developed economy with a GDP of $4.3 trillion (PPP). Japan is also home to some of the worldâs most technologically advanced car manufacturers.apan is the third largest national economy in the world and has a GDP per capital of $38,828. It is a well educated population and highly developed economy with a GDP of $4.3 trillion (PPP)."
199,msmarco,_doc,MARCO_6212434,5.675011,"Originating in saloon bars within public houses during the 1830s, music hall entertainment became increasingly popular with audiences, so much so, that during the 1850s, the public houses were demolished and music hall theatres developed in their place.riginating in saloon bars within public houses during the 1830s, music hall entertainment became increasingly popular with audiences, so much so, that during the 1850s, the public houses were demolished and music hall theatres developed in their place."
200,msmarco,_doc,MARCO_5766984,5.6506925,"The firm cannot produce this at an average cost below $20 and if it produces it at an average cost above $20, then it is technologically inefficient. Industry technological efficiency Given the output produced by the industry, the industry must minimize the costs of production. An industry can be technologically inefficient even though all firms in the industry are technologically efficient."
201,msmarco,_doc,MARCO_1592737,5.6426835,"The size of a vinyl record determines how much music can be recorded on the record. Though 12-inch records once only contained around six minutes of recordings, technological advances allow the format to hold around 30 minutes of audio per side."
202,msmarco,_doc,MARCO_6278426,5.6426835,"n. The decade of the 1920s, especially in America, when economic growth, technological change, and the loosening of social codes encouraged a lively and uninhibited youth culture centered around the automobile, jazz music, and bootleg liquor."
203,msmarco,_doc,MARCO_1384415,5.632932,Professor Conard believes that the artifacts collected from the area indicate that the area served as a corridor for the flow of technological innovations into Europe at the time. Music could have been used for recreation or religious ritual and could have been part of a suite of behaviors that allowed early humans to out-compete Neanderthal man.
204,msmarco,_doc,MARCO_7753430,5.632932,"So, how much does a home recording studio cost? It can be anywhere from $500 to $20,000, depending on how technologically sound your studio currently is. You can use a new laptop with a few microphones as your recording studio, or you can go all out and buy soundboards and synthesizers. The first step towards building your own home music studio is examining the room and deciding what can be done with this."
205,msmarco,_doc,MARCO_5076896,5.6323967,"Air Guidesâ¢. We print Air Guides on all of our air-sprung forks. Maybe not a technological feat, but it will help you set up your suspension in seconds instead of minutes. And more time on your bike equals more chances to earn King of the Mountain on your favorite trail.Maybe they are a technological feat.ir Guidesâ¢. We print Air Guides on all of our air-sprung forks. Maybe not a technological feat, but it will help you set up your suspension in seconds instead of minutes. And more time on your bike equals more chances to earn King of the Mountain on your favorite trail. Maybe they are a technological feat."
206,msmarco,_doc,MARCO_5946415,5.6290445,"Indie Grits! Indie Grits was born in 2007 as a regional film festival focused on spotlighting do-it-yourself filmmakers from the Southeastern United States. As the festival has grown, now in its tenth year, it has branched out, now encompassing all of the arts: puppetry, fine arts, music, culinary, and technological. learn more âº."
207,msmarco,_doc,MARCO_8152419,5.628587,"As can be seen, hazards have been classified in a number of waysâusually by cause. Fischhoff et al. (1978) recognize that, in terms of both events and consequences, natural hazards differ from technological hazards. Similarly, Britton and Oliver (1991) differentiate between natural and technological hazards. According to them, natural hazards result from a lack of control, whereas technological hazards result from a loss of control. They conclude that hazards have three origins: (1) natural; (2) failure or misuse of technological processes; and (3) misapplication of technology, medicine, or biology."
208,msmarco,_doc,MARCO_7778945,5.6277137,How did the end of slavery and technological and military developments transform the enviroment and settlement patterns in the south and west?
209,msmarco,_doc,MARCO_7224638,5.6277137,Weapons of the Vietnam War. Take a look at five of the most influential technological developments to come out of the Vietnam War.
210,msmarco,_doc,MARCO_1423150,5.6257386,The Neolithic Revolution. The most important technological development ever to occur in human history was the domestication of plants (agriculture) and animals (pastoralism).
211,msmarco,_doc,MARCO_6356292,5.6257386,"The early technological and industrial development in the United States was facilitated by a unique confluence of geographical, social, and economic factors."
212,msmarco,_doc,MARCO_8115944,5.6257386,Seiko's technological development is focused on the creation of emotional technologies. Emotional technology creates the interaction between the wearer and the product.
213,msmarco,_doc,MARCO_6966327,5.6257386,Mechanical Engineering Technology is the application of engineering principles and technological developments for the creation of useful products and/or production machinery.
214,msmarco,_doc,MARCO_2715946,5.625165,"MatrixTV is the new realm of entertainment. MatrixTV eliminates your hefty cable bills, allowing you to stream all your favorite TV shows, the latest movies, live TV, live sports, PPV, music and more. The MatrixTV box is made for simplicity enabling even the least technologically inclined to navigate with ease."
215,msmarco,_doc,MARCO_8747634,5.623765,"Through many years of specialized technological development, Duplo products are not only high performance and very efficient but are unique as they are created in response to our customer's needs."
216,msmarco,_doc,MARCO_202046,5.6217937,DEFINITION of 'Chief Technology Officer-CTO'. An executive who is responsible for the management of an organization's research and development (R&D) and technological needs.
217,msmarco,_doc,MARCO_6969484,5.6217937,"VoIP. The mission of CSDL is to provide a physical, organizational, technological, and intellectual environment conducive to collaborative development of world-class software engineering ..."
218,msmarco,_doc,MARCO_4165654,5.6198244,"Is Photography Truly Art? By Timothy Ryan From heliographs to the development of digital cameras, photography has evolved throughout the centuries as result of the combination of several technological discoveries."
219,msmarco,_doc,MARCO_2078846,5.6198244,"An example of high technology is a smartphone. Since the debut of the scientific method, technological progress has been advancing rapidly and has included the development of powerful scientific instruments, such as the microscope."
220,msmarco,_doc,MARCO_3452662,5.6198244,"Because DARPA is one of the most important technology research and development organisations on the planet. In the past 50 years, it has had a major impact on the technological culture we now take for granted."
221,msmarco,_doc,MARCO_6969485,5.6198244,"BPM Software. The mission of CSDL is to provide a physical, organizational, technological, and intellectual environment conducive to collaborative development of world-class software engineering ..."
222,msmarco,_doc,MARCO_6969483,5.6198244,"Data Recovery. The mission of CSDL is to provide a physical, organizational, technological, and intellectual environment conducive to collaborative development of world-class software engineering ..."
223,msmarco,_doc,MARCO_8549895,5.6198244,"The aim was to exploit the latest technological developments in the field of multimedia, to build an annotation environment where children would be able to add multimedia annotations to videos."
224,msmarco,_doc,MARCO_1866827,5.6178565,"The economic, political, technological and artistic developments of the Archaic period readied the Greek city-states for the monumental changes of the next few centuries. Tags Ancient Greece"
225,msmarco,_doc,MARCO_2621423,5.6178565,"Along with the development of the atomic bomb, the digging of the Panama Canal, and landing the first men on the moon, the construction of a transcontinental railroad was one of the United States' greatest technological achievements."
226,msmarco,_doc,MARCO_4073622,5.6178565,Social presence research has attracted more attention of late because of the convergence of social and technological developments that make the need for an adequate theory and measure of social presence more compelling.
227,msmarco,_doc,MARCO_6908264,5.6178565,"educational technology as the theory and practice of educational approaches to learning. educational technology as technological tools and media that assist in the communication of knowledge, and its development and exchange."
228,msmarco,_doc,MARCO_8537925,5.6178565,"Services often use direct channels since the service provider, in most cases, must be there to provide the service. Simplest method, not necessarily the most effective. Technological developments are making the direct channel more common:"
229,msmarco,_doc,MARCO_6183888,5.617428,"Keyboarding instruments had dominated previous eras of music. Yet, while the organ and harpsichord lost some of their popularity during the Romantic period, orchestras of the period still used these instruments.s technological innovations lead to brass instruments with valves, the brass section of the Romantic period orchestra increased in size and scope. The brass section includes trumpets, horns, trombones and tubas."
230,msmarco,_doc,MARCO_1622806,5.615891,"The mission of the department is to promote job creation and improved living standards for all Americans by creating an infrastructure that promotes economic growth, technological competitiveness, and sustainable development."
231,msmarco,_doc,MARCO_4922940,5.615891,The technological environment is perhaps one of the fastest changing factors in the macro-environment. This includes all developments from antibiotics and surgery to nuclear missiles and chemical weapons to automobiles and credit cards.
232,msmarco,_doc,MARCO_4805661,5.615891,"Declaration on Transborder Data Flows. Rapid technological developments in the field of information, computers and communications are leading to significant structural changes in the economies of Member countries."
233,msmarco,_doc,MARCO_5908842,5.615891,"Furthermore, with the impending arrival of the ubiquitous information society, which is expected to further accelerate this tempo, system providers worldwide are pushing ahead with the development of new systems for technological advances."
234,msmarco,_doc,MARCO_7110573,5.615891,"How does this information help us in today's world? There are a few technological developments which have come about because of astronomy (or, in many cases, because of the space exploration program, which is separate from the work that most astronomers do) and then turned out to be useful in other areas."
235,msmarco,_doc,MARCO_684742,5.6139274,Development and Implementation Calendar. Technological implementation requires time and resources. Every implementation plan should include a detailed description of what tasks need to be accomplished and what equipment needs to be purchased during the implementation period.
236,msmarco,_doc,MARCO_3221245,5.6139274,"Here's a list of some of the many developments and changes that took place during that century: 1  There was a great explosion of scientific understanding and technological innovation.  Many societies became hugely rich, though wealth was still unequally shared."
237,msmarco,_doc,MARCO_3203238,5.6139274,"Each generation of computer is characterized by a major technological development that fundamentally changed the way computers operate, resulting in increasingly smaller, cheaper, more powerful and more efficient and reliable devices."
238,msmarco,_doc,MARCO_4158979,5.6139274,"'Computer Space' can be named as the first commercial video game; it was released in the year, 1971. The questions regarding, who invented video games and the technological developments associated with them are answered in the paragraphs given above."
239,msmarco,_doc,MARCO_5307893,5.6139274,"From this perspective, bringing design thinking to learning design and design expertise to the development process of technological learning solutions can contribute to the creation of more holistic solutions in learning through ICT."
240,msmarco,_doc,MARCO_7729415,5.6139274,"The student will demonstrate knowledge of the effects of the Industrial Revolution during the nineteenth century by. a) citing scientific, technological, and industrial developments and explaining how they brought about urbanization and social and environmental changes."
241,msmarco,_doc,MARCO_8214076,5.6139274,"One major technological breakthrough that allowed for the creation of skyscrapers in the late 1800s was the development of a material that was lighter and stronger than previously used materials: steel. Before this, buildings were mostly made of brick and stone."
242,msmarco,_doc,MARCO_8543022,5.6139274,"Technological development, from better transportation and carrier services to the telephone and mass media, has created a smaller, more integrated world. Now, the ICT revolution is making the world even smaller and more integrated."
243,msmarco,_doc,MARCO_8405617,5.6139274,"SAARC is an organization of South Asian nations, founded in 1985 and dedicated to economic, technological, social, and cultural development emphasizing collective self-reliance. go4quiz.com Home"
244,msmarco,_doc,MARCO_707339,5.6119657,The U.S. Supreme Court noted that the degree of privacy guaranteed by the Fourth Amendment had been affected by technological developments. The question became what limits there are upon this power of technology to shrink the realm of guaranteed privacy..
245,msmarco,_doc,MARCO_1708753,5.6119657,"It also involves how policy regarding technological development is implemented through consideration of scientific, social and economic demands rather than the neo-classical tradition which tend to have a linear a focuses such as market demand for a product."
246,msmarco,_doc,MARCO_2259651,5.6119657,Caterpillar products and components are manufactured in 50 U.S. facilities and in 65 other locations in 23 countries around the globe. During the year 2001 Caterpillar invested almost $700 million in research and technological development.
247,msmarco,_doc,MARCO_3364328,5.6119657,"If a certain idea can be productively used elsewhere in the economy, others should be. willing to pay for the right to use the idea. 4.2 The causes of technological progress. (1) Research and development (R&D) spending decisions made by firms."
248,msmarco,_doc,MARCO_4049396,5.6119657,"In conclusion, technological factors are one of many external factors that can affect businesses, and are an integral part of PESTLE analysis. They can be defined as factors which relate to the presence and development of technology, on either a local or global scale."
249,msmarco,_doc,MARCO_2952355,5.6119657,"From the beginning, IBM defined itself not by selling products, which ranged from commercial scales to punch card tabulators, but by its research and development. 1  Learn More Timeline IBM History & Technological Achievements."
250,msmarco,_doc,MARCO_6042704,5.6119657,"National Museum of American History. About. Devoted to the scientific, cultural, social, technological, and political development of the United States, the museum traces the American experience from colonial times to the present."
251,msmarco,_doc,MARCO_426332,5.610006,One of the policies which is to underpin the overall review of the evolution of the Agency is a 'science and technological policy aimed at improving human knowledge and stimulating economic development' (ESA Council Document (97)56).
252,msmarco,_doc,MARCO_4200494,5.610006,Many elevator installers and repairers also receive training from their employers or through manufacturers to become familiar with a particular company s equipment. Retraining is very important if a worker is to keep abreast of technological developments in elevator repair.
253,msmarco,_doc,MARCO_3108639,5.610006,"The sultan's long-term objective is to turn Brunei into a center for banking, trade, and financial services. As of 2003, the government still faced great challenges in its effort to promote the development of technological industries."
254,msmarco,_doc,MARCO_1794666,5.610006,"Butte became famous, from the 1890 s to the 1930 s as The Gibraltar of Unionism with many hard-fought battles for worker s rights, as well as being the cutting edge of technological developments in mining, milling, and smelting."
255,msmarco,_doc,MARCO_3221238,5.610006,Some knowledge of 20th-century civilisation will help you understand 20th-century medicine. Here's a list of some of the many developments and changes that took place during that century: There was a great explosion of scientific understanding and technological innovation.
256,msmarco,_doc,MARCO_5586501,5.610006,"The Future of Environmental Engineering. The future is likely to see more technological development, population growth and a greater need for enough food for our growing population, housing and facilities to cater to our growing needs, new farming methods and so on."
257,msmarco,_doc,MARCO_7020565,5.610006,"Paleolithic. The Paleolithic Age, Era or Period, is a prehistoric period of human history distinguished by the development of the most primitive stone tools discovered, and covers roughly 99% of human technological prehistory."
258,msmarco,_doc,MARCO_7752397,5.610006,"Technical managers, also known as computer and information systems (CIS) managers, are at the forefront of technology in an organization. They work with other departmental managers to ensure their team's technological developments align with the company's goals."
259,msmarco,_doc,MARCO_8380919,5.610006,"Inclusive and sustainable industrial development is the primary source of income generation, allows for rapid and sustained increases in living standards for all people, and provides the technological solutions to environmentally sound industrialization."
260,msmarco,_doc,MARCO_8690954,5.610006,Integrated circuit (IC) is the most significant technological development of the 21st century if I may say. It has forever transformed the world of electronics. It has reduced the size of electronics from a refrigerator size to palm size electronics or even less.
261,msmarco,_doc,MARCO_7212955,5.6097207,"A cloud engineer is an IT professional responsible for any technological duties associated with cloud computing, including design, planning, management, maintenance and support. Chromecast is a streaming media adapter from Google that allows users to play online content such as videos and music on a digital television. The adapter is a dongle that plugs into the TV's HDMI port; a cable connects to a USB port to power the device."
262,msmarco,_doc,MARCO_15520,5.608048,"Simply put, the IEC 60364 can be seen as similar to the NEC because of its ability to provide a model for development of national requirements in the context of technological innovations and advancements. Nonetheless, the IEC has been found to be unsuitable for direct adoption of installation practices."
263,msmarco,_doc,MARCO_2088157,5.608048,"From the 1950s to the Mid-1960s, the industrial innovation process was generally perceived as a linear progression from scientific discovery, through technological development in firms, to the marketplace, Rothwell (1994) The stages of the Technology Push model are:"
264,msmarco,_doc,MARCO_4353815,5.608048,"Aschen. An advanced human species, at least a hundred years ahead of Earth in technological development. The Aschen have, by human standards, little to no personality. They are extremely intelligent, practical, and perceptive, but generally have no sense of humor."
265,msmarco,_doc,MARCO_7729416,5.608048,"STANDARD WHII.8. The student will demonstrate knowledge of the effects of the Industrial Revolution during the nineteenth century by. a) citing scientific, technological, and industrial developments and explaining how they brought about urbanization and social and environmental changes."
266,msmarco,_doc,MARCO_3709943,5.606092,"In World War II, continual advancements in technology were mandatory to maintain a competitive edge over the enemy. While technological advancements were made prior to the war, other developments were a direct result of the trials and errors suffered during the war."
267,msmarco,_doc,MARCO_4105275,5.606092,"Social loafing is a phenomenon that has been discussed and researched since 1913. long examined, recent technological developments offer ample opportunity for further study. summarizes its long history of research and offers several propositions for future research."
268,msmarco,_doc,MARCO_4109841,5.606092,Many of these things are not offered with traditional training methods. The challenges of today's workforce training and technological developments are causing more and more companies to look to new forms of training like e-learning and interactive-web based solutions.
269,msmarco,_doc,MARCO_1312778,5.606092,"The pulse of today's world beats with technological revolution, population dynamics, environmental concerns, urban development and more. As a result, civil and environmental engineers must be creative problem solvers to meet the challenges of the 21st century."
270,msmarco,_doc,MARCO_2164263,5.606092,"The car wrap cost has become more inexpensive compared to how much to wrap a car it had been before. Due to the technological developments, the car wrapping process has improved with time. Therefore, for the exact reason, lots of customers, today, wrap their cars for fun."
271,msmarco,_doc,MARCO_2309214,5.606092,"Racism does not allow for a collective contribution of its citizens, which is a critical component of a countryâs development and success. If a class of people is not allowed to be educated, they cannot make important contributions to society in technological, economical, and medical arenas."
272,msmarco,_doc,MARCO_2321800,5.606092,"The ratio of reserves to the total amount of oil in a particular reservoir is called the recovery factor. Determining a recovery factor for a given field depends on several features of the operation, including method of oil recovery used and technological developments."
273,msmarco,_doc,MARCO_2771556,5.606092,"The question doesn't specify if you want to know about the company in the comic books or in the films, but from the categories above the question, I'll assume it's the comic book answer you're looking for. Okay, so Wayne Enterprises is primarily focused on technological developments."
274,msmarco,_doc,MARCO_3961761,5.606092,"With the shift toward sedentary communities typical of the Neolithic revolution, the human. population rapidly expanded. Villages and cultivated fields became the dominant features of. human society. The development of sedentary settlements accelerated the pace of technological."
275,msmarco,_doc,MARCO_5287781,5.606092,"The Reign of the Meiji Emperor. When the Meiji emperor was restored as head of Japan in 1868, the nation was a militarily weak country, was primarily agricultural, and had little technological development. It was controlled by hundreds of semi-independent feudal lords."
276,msmarco,_doc,MARCO_6986830,5.606092,"Modern Columbus has emerged as a technologically sophisticated city. It is home to the world's largest private research and development foundation, the Battelle Memorial Institute and Ohio State University, the nation's third largest campus."
277,msmarco,_doc,MARCO_8121002,5.606092,"Smart Cities in India: What, Why and How. The buzz about smart cities are catching up. Where 8 years back the people were talking only about smart phones, through a series of parallel technological developments globally the concept of smart cities is rising."
278,msmarco,_doc,MARCO_8231947,5.606092,family descent and inheritance were traced through the female line: 9: 79356718: Neolithic Revolution: the succession of technological innovations and changes in human organization that led to the development of agriculture: 10: 79356719: Shifting Cultivation
279,msmarco,_doc,MARCO_355740,5.604138,"Chemical engineers are âbig pictureâ professionals involved in the design, research and development, construction and installation, and manufacturing and production processes of converting raw materials into valuable end-products for use in our modern, technological society."
280,msmarco,_doc,MARCO_2498704,5.604138,"BaselWorld 2017 Covers the new models, and the live reports from the show floor. Learn more. History The history of Seiko and it's products. Leaders in global timepiece industry. Learn more. Technology Seiko's technological development is focused."
281,msmarco,_doc,MARCO_4105284,5.604138,"Social loafing is a phenomenon that has been discussed and researched since 1913. Though it has been. long examined, recent technological developments offer ample opportunity for further study. This paper. summarizes its long history of research and offers several propositions for future research."
282,msmarco,_doc,MARCO_4161569,5.604138,"Along with development of more accurate smart bombs and nuclear-armed missiles which could be carried and delivered by smaller fighter-bombers, these technological advancements eclipsed the heavy bomber's once-central role in strategic warfare by the late 20th century."
283,msmarco,_doc,MARCO_2040746,5.604138,"The development of information technology in the QPS was driven by technological, managerial and policy concerns. The introduction of computer technology in the. mid-1970s was modest and haphazard, directed at the information needs of a specific. crime problem (vehicle theft)."
284,msmarco,_doc,MARCO_2535642,5.604138,The Rise of Capitalism. The capitalist system is the most productive mode of production in the history of humankind. In the space of a few centuries the world has been transformed beyond all recognition. Average life expectancies have more than doubled. Technological developments occur at a rate that would have been previously unimaginable.
285,msmarco,_doc,MARCO_3936273,5.604138,"It is therefore important to anticipate the exhaustion of reserves in order to prevent or limit the impact of this. In terms of sustainable development, energy efficiency is the first lever to reduce the consumption of natural resources. Technological progress must contribute to improving energy performance."
286,msmarco,_doc,MARCO_4994587,5.604138,"At CNSI, we take great pride in our company heritage, which is rich in engineering and software development innovation. We invite you to explore the evolution of the CNSI brand and discover details of our technological breakthroughs by reviewing select case studies."
287,msmarco,_doc,MARCO_5068249,5.604138,"Answer: An emotional affair is defined as any infidelity that occurs through feeling or thought. With the technological development of cell phones and the internet, the definition of cheating has been expanded to include the traditional definition, plus the feelings and/or thoughts that comprise emotional infidelity."
